AUCROC,accuracy,loss,triplet_loss,val_AUCROC,val_accuracy,val_loss,val_triplet_loss,learning_rate
0.489655464887619,0.5328124761581421,5.9713053703308105,5.9713053703308105,0.4636637568473816,0.503125011920929,0.9963523745536804,0.9963523745536804,0.0005000000237487257
0.4514138698577881,0.682812511920929,0.7786892056465149,0.7786892056465149,0.5108476281166077,0.5262500047683716,0.9901186227798462,0.9901186227798462,0.00046499999007210135
0.4549696147441864,0.7446874976158142,0.6923757195472717,0.6923757195472717,0.6062572598457336,0.5299999713897705,0.9720317721366882,0.9720317721366882,0.00043245000415481627
0.44661715626716614,0.7881249785423279,0.6260722875595093,0.6260722875595093,0.4860134422779083,0.5268750190734863,0.9646875262260437,0.9646875262260437,0.00040217849891632795
0.43073078989982605,0.815625011920929,0.47252997756004333,0.47252997756004333,0.6078540086746216,0.5368750095367432,0.9705190062522888,0.9705190062522888,0.00037402601446956396
0.4530102610588074,0.895312488079071,0.277912437915802,0.277912437915802,0.5813392996788025,0.5581250190734863,0.9576312899589539,0.9576312899589539,0.00034784417948685586
0.4361839294433594,0.8971874713897705,0.3012971878051758,0.3012971878051758,0.5677985548973083,0.5431249737739563,0.9892945289611816,0.9892945289611816,0.00032349510001949966
0.4198405146598816,0.8559374809265137,0.4017954170703888,0.4017954170703888,0.5276393294334412,0.5649999976158142,0.9821290373802185,0.9821290373802185,0.00030085042817518115
0.41970112919807434,0.8768749833106995,0.34540998935699463,0.34540998935699463,0.5046650171279907,0.5587499737739563,0.9883142113685608,0.9883142113685608,0.00027979089645668864
0.42520031332969666,0.8924999833106995,0.26766929030418396,0.26766929030418396,0.4514732360839844,0.5543749928474426,0.9888843297958374,0.9888843297958374,0.0002602055319584906
